,driver_id,driver_modal,delivery_distance_meters
147,2837,MOTOBOY,1173660.0
148,17014,MOTOBOY,1166494.0
149,581,MOTOBOY,1160786.0
150,1113,MOTOBOY,1157615.0
151,2355,MOTOBOY,1154659.0
152,10019,MOTOBOY,1151952.0
153,9391,MOTOBOY,1150485.0
154,10294,MOTOBOY,1148565.0
155,5276,MOTOBOY,1148292.0
156,5528,MOTOBOY,1147787.0
157,12975,MOTOBOY,1144773.0
158,491,MOTOBOY,1141253.0
159,49258,MOTOBOY,1137792.0
160,4347,MOTOBOY,1136905.0
161,41596,MOTOBOY,1135283.0
162,15724,MOTOBOY,1135011.0
163,5456,MOTOBOY,1133139.0
164,7754,MOTOBOY,1124126.0
165,14346,MOTOBOY,1123672.0
166,23523,MOTOBOY,1119113.0
167,358,MOTOBOY,1116619.0
168,494,MOTOBOY,1115651.0
169,22036,MOTOBOY,1112879.0
170,41970,MOTOBOY,1106297.0
171,38928,MOTOBOY,1103235.0
172,5623,MOTOBOY,1081128.0
173,26189,MOTOBOY,1075295.0
174,10023,MOTOBOY,1073565.0
175,2490,MOTOBOY,1066425.0
176,5965,MOTOBOY,1064749.0
177,5269,MOTOBOY,1062773.0
178,9618,MOTOBOY,1062755.0
179,12893,MOTOBOY,1059026.0
180,43323,MOTOBOY,1057594.0
181,32149,MOTOBOY,1055221.0
182,2750,MOTOBOY,1052934.0
183,40908,MOTOBOY,1048344.0
184,6144,MOTOBOY,1041549.0
185,28913,MOTOBOY,1040308.0
186,8531,MOTOBOY,1038238.0
187,26666,MOTOBOY,1033959.0
188,46241,MOTOBOY,1030659.0
189,48112,MOTOBOY,1029328.0
190,14666,MOTOBOY,1028428.0
191,24217,MOTOBOY,1026828.0
192,1040,MOTOBOY,1022700.0
193,29324,MOTOBOY,1021400.0
194,26910,MOTOBOY,1012393.0
195,29966,MOTOBOY,1011510.0
196,6251,MOTOBOY,1010271.0
197,11189,MOTOBOY,1003168.0
198,22266,MOTOBOY,1000104.0
199,3780,BIKER,995601.0
200,789,MOTOBOY,994207.0
201,32809,MOTOBOY,979367.0
202,14290,MOTOBOY,977797.0
203,33349,MOTOBOY,972320.0
204,794,BIKER,971670.0
205,2913,MOTOBOY,968242.0
206,14382,MOTOBOY,965965.0
207,13401,MOTOBOY,964752.0
208,26520,MOTOBOY,963395.0
209,35549,MOTOBOY,963229.0
210,27747,MOTOBOY,961635.0
211,15898,MOTOBOY,946957.0
212,760,MOTOBOY,941794.0
213,12663,MOTOBOY,937717.0
214,47448,MOTOBOY,932131.0
215,24478,MOTOBOY,926325.0
216,31891,MOTOBOY,921097.0
217,4313,MOTOBOY,918082.0
218,26319,MOTOBOY,916999.0
219,1015,MOTOBOY,913502.0
220,5555,MOTOBOY,913443.0
221,19085,MOTOBOY,912518.0
222,1173,MOTOBOY,911407.0
223,8698,MOTOBOY,906629.0
224,19928,MOTOBOY,904353.0
225,12390,MOTOBOY,899099.0
226,30933,MOTOBOY,892185.0
227,1419,MOTOBOY,888629.0
228,25689,MOTOBOY,888076.0
229,5628,MOTOBOY,887925.0
230,10607,MOTOBOY,886770.0
231,4532,MOTOBOY,884507.0
232,759,MOTOBOY,881785.0
233,26506,MOTOBOY,879213.0
234,20121,MOTOBOY,877247.0
235,23860,MOTOBOY,874473.0
236,34867,MOTOBOY,872902.0
237,33779,MOTOBOY,870261.0
238,26507,MOTOBOY,868340.0
239,36560,MOTOBOY,859828.0
240,1621,MOTOBOY,858757.0
241,17580,MOTOBOY,857727.0
242,25917,MOTOBOY,856596.0
243,17477,MOTOBOY,847314.0
244,37050,MOTOBOY,843393.0
245,5394,MOTOBOY,837864.0
246,313,MOTOBOY,837114.0
247,13879,MOTOBOY,836961.0
248,45857,MOTOBOY,833660.0
249,20142,MOTOBOY,831637.0
250,12613,MOTOBOY,825775.0
251,43620,MOTOBOY,816301.0
252,13035,MOTOBOY,815526.0
253,4941,MOTOBOY,807167.0
254,6172,MOTOBOY,803707.0
255,25986,MOTOBOY,800711.0
256,5052,MOTOBOY,797842.0
257,43431,MOTOBOY,795197.0
258,1482,MOTOBOY,791182.0
259,36969,MOTOBOY,790046.0
260,29464,MOTOBOY,789885.0
261,12620,MOTOBOY,789323.0
262,5232,MOTOBOY,786555.0
263,6656,MOTOBOY,786369.0
264,1032,MOTOBOY,786009.0
265,12045,MOTOBOY,783399.0
266,22345,MOTOBOY,768998.0
267,5030,MOTOBOY,767569.0
268,29973,MOTOBOY,767027.0
269,1117,MOTOBOY,766726.0
270,26467,MOTOBOY,766388.0
271,2836,MOTOBOY,764240.0
272,12724,BIKER,760635.0
273,24715,MOTOBOY,758979.0
274,34320,MOTOBOY,758832.0
275,409,MOTOBOY,745778.0
276,30257,MOTOBOY,744540.0
277,5914,MOTOBOY,744215.0
278,11857,MOTOBOY,743427.0
279,43508,MOTOBOY,743123.0
280,356,MOTOBOY,740959.0
281,12132,MOTOBOY,739768.0
282,25575,MOTOBOY,739199.0
283,653,MOTOBOY,737398.0
284,10359,MOTOBOY,732470.0
285,12731,MOTOBOY,729870.0
286,7638,BIKER,723981.0
287,35445,MOTOBOY,718292.0
288,18487,BIKER,714211.0
289,939,MOTOBOY,713114.0
290,448,MOTOBOY,712396.0
291,7468,MOTOBOY,712224.0
292,33111,MOTOBOY,710320.0
293,24933,MOTOBOY,710118.0
294,3606,MOTOBOY,704654.0
295,14792,MOTOBOY,703803.0
296,37791,MOTOBOY,695175.0
297,4799,MOTOBOY,693979.0
298,53167,MOTOBOY,693085.0
299,32324,MOTOBOY,692689.0
300,25954,MOTOBOY,690778.0
301,11911,MOTOBOY,689059.0
302,26543,MOTOBOY,685850.0
303,1203,BIKER,685204.0
304,42193,MOTOBOY,684454.0
305,37184,MOTOBOY,681665.0
306,45739,MOTOBOY,681328.0
307,35359,MOTOBOY,679696.0
308,16950,MOTOBOY,675464.0
309,22307,MOTOBOY,671420.0
310,7773,BIKER,670548.0
311,26805,MOTOBOY,669745.0
312,32304,MOTOBOY,669162.0
313,14059,BIKER,669149.0
314,41962,MOTOBOY,669056.0
315,28817,MOTOBOY,668655.0
316,47304,MOTOBOY,668293.0
317,48749,MOTOBOY,666150.0
318,1829,MOTOBOY,665925.0
319,18748,BIKER,664427.0
320,4536,BIKER,658929.0
321,26986,MOTOBOY,656399.0
322,7783,MOTOBOY,652643.0
323,12079,BIKER,652391.0
324,27534,MOTOBOY,652343.0
325,10293,MOTOBOY,651972.0
326,839,MOTOBOY,649700.0
327,50835,MOTOBOY,649325.0
328,4586,MOTOBOY,649040.0
329,50415,MOTOBOY,647525.0
330,18359,MOTOBOY,644997.0
331,2688,MOTOBOY,642274.0
332,50438,MOTOBOY,641832.0
333,9996,BIKER,640811.0
334,48643,MOTOBOY,639419.0
335,44415,MOTOBOY,639295.0
336,30427,MOTOBOY,636364.0
337,31115,MOTOBOY,636348.0
338,23524,MOTOBOY,634599.0
339,35981,MOTOBOY,631759.0
340,3621,MOTOBOY,630920.0
341,18607,MOTOBOY,630875.0
342,15957,MOTOBOY,630237.0
343,217,MOTOBOY,629327.0
344,54743,MOTOBOY,626353.0
345,8771,BIKER,626174.0
346,34241,MOTOBOY,625892.0
347,345,MOTOBOY,622097.0
348,7903,MOTOBOY,621518.0
349,34079,BIKER,620182.0
350,39319,MOTOBOY,611984.0
351,12347,MOTOBOY,609390.0
352,20177,MOTOBOY,607809.0
353,28668,MOTOBOY,607794.0
354,10799,MOTOBOY,607645.0
355,8102,MOTOBOY,605782.0
356,26226,MOTOBOY,604068.0
357,41889,MOTOBOY,602119.0
358,196,BIKER,601001.0
359,1301,BIKER,600603.0
360,47652,MOTOBOY,598467.0
361,30950,MOTOBOY,592689.0
362,14571,MOTOBOY,591297.0
363,25041,MOTOBOY,591233.0
364,42146,MOTOBOY,590812.0
365,16712,MOTOBOY,589297.0
366,9517,BIKER,589142.0
367,28903,MOTOBOY,586636.0
368,41848,MOTOBOY,585296.0
369,40443,MOTOBOY,585233.0
370,12016,MOTOBOY,583490.0
371,30314,BIKER,582136.0
372,1943,BIKER,581105.0
373,28173,MOTOBOY,579195.0
374,17570,MOTOBOY,575342.0
375,50827,MOTOBOY,574415.0
376,31353,MOTOBOY,574380.0
377,19993,MOTOBOY,571560.0
378,42838,MOTOBOY,570543.0
379,33785,MOTOBOY,568530.0
380,33316,MOTOBOY,568156.0
381,6662,MOTOBOY,564465.0
382,11941,BIKER,564101.0
383,46294,MOTOBOY,561966.0
384,20976,MOTOBOY,559661.0
385,18856,MOTOBOY,558625.0
386,6089,MOTOBOY,557522.0
387,2119,MOTOBOY,555943.0
388,27122,MOTOBOY,555921.0
389,5250,BIKER,555703.0
390,27736,MOTOBOY,555291.0
391,48033,MOTOBOY,554356.0
392,6558,MOTOBOY,554202.0
393,27711,BIKER,554034.0
394,15279,BIKER,553510.0
395,4824,MOTOBOY,553287.0
396,6675,BIKER,551032.0
397,46393,MOTOBOY,549539.0
398,32445,MOTOBOY,546107.0
399,2703,MOTOBOY,544468.0
400,7767,MOTOBOY,544174.0
401,16529,MOTOBOY,544127.0
402,8592,BIKER,543373.0
403,22369,MOTOBOY,543327.0
404,47897,MOTOBOY,542872.0
405,5364,BIKER,541405.0
406,7336,MOTOBOY,539245.0
407,10666,MOTOBOY,539175.0
408,12516,MOTOBOY,538973.0
409,27239,MOTOBOY,537475.0
410,3425,MOTOBOY,536358.0
411,46345,MOTOBOY,534486.0
412,27682,MOTOBOY,534230.0
413,12023,BIKER,533769.0
414,988,MOTOBOY,533744.0
415,40028,BIKER,533395.0
416,21154,BIKER,530534.0
417,430,BIKER,529177.0
418,31048,MOTOBOY,529065.0
419,22461,MOTOBOY,527741.0
420,5046,MOTOBOY,524038.0
421,48276,MOTOBOY,523921.0
422,20223,BIKER,522238.0
423,6161,MOTOBOY,520802.0
424,20514,MOTOBOY,517556.0
425,17100,MOTOBOY,516370.0
426,2905,BIKER,514943.0
427,17989,MOTOBOY,514340.0
428,31972,MOTOBOY,511978.0
429,8840,MOTOBOY,511202.0
430,22879,MOTOBOY,508713.0
431,20346,MOTOBOY,507720.0
432,5235,MOTOBOY,506650.0
433,34358,MOTOBOY,506157.0
434,18732,MOTOBOY,505809.0
435,31495,MOTOBOY,504627.0
436,1064,MOTOBOY,504512.0
437,7562,MOTOBOY,503714.0
438,39010,MOTOBOY,501570.0
439,30299,MOTOBOY,499770.0
440,16350,MOTOBOY,499450.0
441,53140,MOTOBOY,499107.0
442,642,MOTOBOY,495958.0
443,28175,MOTOBOY,492958.0
444,13546,BIKER,492261.0
445,23547,BIKER,491979.0
446,12119,MOTOBOY,489706.0
447,12062,BIKER,488623.0
448,28633,MOTOBOY,486671.0
449,10877,BIKER,484574.0
450,10803,MOTOBOY,484096.0
451,11466,MOTOBOY,483485.0
452,1074,MOTOBOY,482146.0
453,52759,MOTOBOY,481339.0
454,41166,MOTOBOY,478254.0
455,9944,BIKER,478024.0
456,9353,MOTOBOY,477657.0
457,24571,MOTOBOY,476228.0
458,11494,MOTOBOY,475700.0
459,24550,MOTOBOY,475258.0
460,16917,MOTOBOY,474963.0
461,3878,MOTOBOY,474943.0
462,35832,MOTOBOY,472883.0
463,29533,BIKER,471683.0
464,22650,MOTOBOY,468740.0
465,50745,MOTOBOY,467046.0
466,46025,MOTOBOY,466678.0
467,54203,MOTOBOY,464971.0
468,13094,MOTOBOY,464610.0
469,596,MOTOBOY,464283.0
470,25409,MOTOBOY,463718.0
471,16496,MOTOBOY,463333.0
472,6516,MOTOBOY,463326.0
473,22354,MOTOBOY,463169.0
474,15538,MOTOBOY,462536.0
475,18754,BIKER,462040.0
476,20008,MOTOBOY,461490.0
477,651,MOTOBOY,460501.0
478,13117,BIKER,459861.0
479,14334,MOTOBOY,459101.0
480,21022,MOTOBOY,457580.0
481,5236,BIKER,457265.0
482,44741,MOTOBOY,457107.0
483,11753,MOTOBOY,455733.0
484,35879,MOTOBOY,455641.0
485,459,MOTOBOY,454717.0
486,474,MOTOBOY,453737.0
487,35648,MOTOBOY,452960.0
488,9461,MOTOBOY,451267.0
489,42752,MOTOBOY,451008.0
490,27214,MOTOBOY,449804.0
491,53084,MOTOBOY,447949.0
492,37232,MOTOBOY,447396.0
493,8970,BIKER,447303.0
494,13111,BIKER,446401.0
495,34537,BIKER,444167.0
496,7761,MOTOBOY,443404.0
497,9400,MOTOBOY,442186.0
498,15009,MOTOBOY,442103.0
499,38650,MOTOBOY,439998.0
500,29611,MOTOBOY,439416.0
501,425,BIKER,438992.0
502,10964,MOTOBOY,438776.0
503,50625,MOTOBOY,438188.0
504,7780,MOTOBOY,437408.0
505,30879,MOTOBOY,437268.0
506,14513,MOTOBOY,436450.0
507,14702,MOTOBOY,436438.0
508,3478,BIKER,436418.0
509,41495,MOTOBOY,435410.0
510,51478,MOTOBOY,434174.0
511,6170,MOTOBOY,431956.0
512,29634,MOTOBOY,431339.0
513,59804,MOTOBOY,430650.0
514,11545,MOTOBOY,428135.0
515,31491,MOTOBOY,427329.0
516,40165,MOTOBOY,426770.0
517,49157,MOTOBOY,426285.0
518,511,MOTOBOY,425926.0
519,26131,MOTOBOY,424285.0
520,48538,MOTOBOY,421656.0
521,3834,BIKER,419337.0
522,11869,MOTOBOY,419182.0
523,44584,MOTOBOY,418421.0
524,24130,MOTOBOY,416609.0
525,18201,MOTOBOY,416307.0
526,26770,MOTOBOY,414261.0
527,14701,MOTOBOY,413324.0
528,49547,MOTOBOY,413321.0
529,45496,MOTOBOY,412728.0
530,56397,MOTOBOY,412243.0
531,16178,MOTOBOY,411859.0
532,36718,MOTOBOY,410377.0
533,32087,MOTOBOY,410005.0
534,11698,MOTOBOY,409633.0
535,29186,BIKER,409452.0
536,6880,BIKER,408715.0
537,36264,MOTOBOY,406231.0
538,44912,MOTOBOY,406067.0
539,31050,BIKER,405364.0
540,34729,BIKER,404343.0
541,24009,MOTOBOY,404060.0
542,11457,MOTOBOY,403911.0
543,44863,MOTOBOY,403072.0
544,7686,MOTOBOY,401901.0
545,5607,MOTOBOY,401264.0
546,55757,MOTOBOY,401145.0
547,36351,MOTOBOY,400312.0
548,5946,MOTOBOY,397319.0
549,46250,BIKER,396099.0
550,380,MOTOBOY,395773.0
551,31090,BIKER,395585.0
552,5796,BIKER,394212.0
553,16307,BIKER,393766.0
554,388,MOTOBOY,393508.0
555,9709,MOTOBOY,393283.0
556,35345,MOTOBOY,392279.0
557,20062,MOTOBOY,391439.0
558,1181,BIKER,391342.0
559,14208,MOTOBOY,389661.0
560,10534,MOTOBOY,389631.0
561,10685,MOTOBOY,389611.0
562,38967,MOTOBOY,388796.0
563,23799,MOTOBOY,388745.0
564,15661,MOTOBOY,386674.0
565,15301,MOTOBOY,385666.0
566,5448,MOTOBOY,385384.0
567,12440,MOTOBOY,385242.0
568,19708,MOTOBOY,385119.0
569,47374,MOTOBOY,384334.0
570,33568,MOTOBOY,384273.0
571,25654,BIKER,382730.0
572,18791,MOTOBOY,381649.0
573,1800,MOTOBOY,380137.0
574,16973,MOTOBOY,380131.0
575,37268,MOTOBOY,379002.0
576,23603,BIKER,378883.0
577,31084,MOTOBOY,377851.0
578,545,MOTOBOY,377777.0
579,138,MOTOBOY,376934.0
580,29877,MOTOBOY,376008.0
581,1229,MOTOBOY,374454.0
582,6726,BIKER,374270.0
583,12041,BIKER,373806.0
584,23695,BIKER,373155.0
585,15939,MOTOBOY,372854.0
586,38718,MOTOBOY,372498.0
587,458,MOTOBOY,372436.0
588,39489,MOTOBOY,371196.0
589,16428,MOTOBOY,370835.0
590,41306,MOTOBOY,368025.0
591,17687,MOTOBOY,367811.0
592,2091,MOTOBOY,366942.0
593,25849,MOTOBOY,366037.0
594,25801,BIKER,365852.0
595,800,MOTOBOY,365807.0
596,19793,MOTOBOY,364783.0
597,9211,BIKER,364637.0
598,39937,MOTOBOY,364404.0
599,2519,BIKER,363960.0
600,3230,MOTOBOY,362219.0
601,888,MOTOBOY,362117.0
602,32874,MOTOBOY,361389.0
603,2240,MOTOBOY,361314.0
604,5868,BIKER,359942.0
605,15033,MOTOBOY,359895.0
606,16430,BIKER,358483.0
607,23219,BIKER,357764.0
608,49799,MOTOBOY,357573.0
609,5574,MOTOBOY,357558.0
610,18937,MOTOBOY,357085.0
611,25784,MOTOBOY,356598.0
612,1094,MOTOBOY,355667.0
613,1212,MOTOBOY,355553.0
614,45733,MOTOBOY,354951.0
615,11504,MOTOBOY,354847.0
616,27823,BIKER,354744.0
617,26088,MOTOBOY,354223.0
618,51687,MOTOBOY,354196.0
619,8521,BIKER,352774.0
620,44107,MOTOBOY,351865.0
621,8060,MOTOBOY,351695.0
622,15912,MOTOBOY,351532.0
623,40069,MOTOBOY,351210.0
624,17486,MOTOBOY,350776.0
625,7362,MOTOBOY,350725.0
626,10239,BIKER,349645.0
627,10830,MOTOBOY,348858.0
628,9796,BIKER,347714.0
629,15218,BIKER,347249.0
630,41292,MOTOBOY,345675.0
631,6436,BIKER,344482.0
632,52676,MOTOBOY,344478.0
633,10915,MOTOBOY,343986.0
634,34798,MOTOBOY,342966.0
635,3906,MOTOBOY,342920.0
636,53476,MOTOBOY,342847.0
637,50155,MOTOBOY,342474.0
638,8940,BIKER,342117.0
639,28749,MOTOBOY,341836.0
640,42860,MOTOBOY,341202.0
641,28675,MOTOBOY,340753.0
642,52916,MOTOBOY,340538.0
643,9612,MOTOBOY,339837.0
644,58713,MOTOBOY,339588.0
645,8958,MOTOBOY,338728.0
646,37630,BIKER,338660.0
647,28181,BIKER,338443.0
648,387,MOTOBOY,338057.0
649,23679,BIKER,337863.0
650,31497,MOTOBOY,337833.0
651,15537,MOTOBOY,337610.0
652,27294,MOTOBOY,337091.0
653,36147,MOTOBOY,336064.0
654,2751,BIKER,334178.0
655,52095,MOTOBOY,334124.0
656,25588,MOTOBOY,332539.0
657,26300,MOTOBOY,331645.0
658,922,BIKER,330521.0
659,4806,MOTOBOY,330091.0
660,2426,MOTOBOY,329901.0
661,15165,BIKER,329221.0
662,13449,MOTOBOY,328433.0
663,21430,BIKER,327759.0
664,42387,MOTOBOY,327367.0
665,5524,MOTOBOY,327357.0
666,28623,MOTOBOY,327345.0
667,48143,BIKER,326191.0
668,6904,MOTOBOY,326101.0
669,28284,BIKER,325896.0
670,48801,MOTOBOY,325816.0
671,31023,MOTOBOY,325741.0
672,21044,BIKER,325134.0
673,11162,BIKER,324496.0
674,36006,MOTOBOY,324359.0
675,14110,MOTOBOY,324254.0
676,10271,MOTOBOY,324161.0
677,7170,BIKER,324009.0
678,4939,MOTOBOY,323650.0
679,4950,MOTOBOY,323370.0
680,20183,BIKER,323323.0
681,982,MOTOBOY,322659.0
682,3022,BIKER,322615.0
683,8434,MOTOBOY,321801.0
684,13270,MOTOBOY,321788.0
685,9638,MOTOBOY,321730.0
686,27374,MOTOBOY,319742.0
687,13322,MOTOBOY,319424.0
688,6687,BIKER,319137.0
689,44928,MOTOBOY,318196.0
690,35777,MOTOBOY,317788.0
691,12186,MOTOBOY,317506.0
692,26273,MOTOBOY,317490.0
693,906,MOTOBOY,316302.0
694,6228,MOTOBOY,315718.0
695,51974,MOTOBOY,315073.0
696,30844,MOTOBOY,314696.0
697,10091,MOTOBOY,313456.0
698,19271,MOTOBOY,312629.0
699,6979,MOTOBOY,312344.0
700,446,MOTOBOY,311742.0
701,10127,MOTOBOY,311430.0
702,5445,BIKER,310541.0
703,52618,MOTOBOY,309951.0
704,25920,BIKER,309456.0
705,4567,BIKER,309255.0
706,21519,MOTOBOY,308135.0
707,9924,MOTOBOY,308124.0
708,36132,BIKER,307547.0
709,6196,BIKER,307419.0
710,29425,MOTOBOY,307175.0
711,10545,BIKER,306548.0
712,26619,MOTOBOY,306500.0
713,46546,MOTOBOY,305308.0
714,9392,MOTOBOY,304505.0
715,35755,MOTOBOY,304439.0
716,8276,MOTOBOY,304255.0
717,16191,MOTOBOY,303832.0
718,9062,BIKER,303770.0
719,31126,MOTOBOY,302970.0
720,39088,MOTOBOY,302860.0
721,8091,MOTOBOY,302622.0
722,14859,MOTOBOY,302365.0
723,54887,MOTOBOY,301974.0
724,38405,MOTOBOY,301330.0
725,37330,MOTOBOY,301172.0
726,54057,MOTOBOY,300997.0
727,599,MOTOBOY,299982.0
728,7396,MOTOBOY,298683.0
729,55750,MOTOBOY,298358.0
730,27422,MOTOBOY,298213.0
731,39515,MOTOBOY,298130.0
732,25618,BIKER,298112.0
733,58632,MOTOBOY,298058.0
734,27464,MOTOBOY,297407.0
735,39728,BIKER,296787.0
736,26911,BIKER,296775.0
737,28414,MOTOBOY,296458.0
738,9182,BIKER,295840.0
739,426,BIKER,295785.0
740,10824,MOTOBOY,295539.0
741,9345,MOTOBOY,295129.0
742,55737,MOTOBOY,294877.0
743,38773,BIKER,294804.0
744,53660,MOTOBOY,294787.0
745,41459,MOTOBOY,294648.0
746,56937,MOTOBOY,293318.0
747,18429,MOTOBOY,291974.0
748,15636,BIKER,291414.0
749,9584,BIKER,291328.0
750,24330,MOTOBOY,291191.0
751,37027,MOTOBOY,291101.0
752,31267,MOTOBOY,290964.0
753,19877,MOTOBOY,290692.0
754,59464,MOTOBOY,290673.0
755,34051,MOTOBOY,290611.0
756,54848,MOTOBOY,290221.0
757,27700,MOTOBOY,289560.0
758,1599,BIKER,288582.0
759,24297,MOTOBOY,288221.0
760,56090,MOTOBOY,287272.0
761,27741,MOTOBOY,286851.0
762,11432,BIKER,286769.0
763,3354,BIKER,285941.0
764,11285,BIKER,285865.0
765,29686,BIKER,285375.0
766,31460,BIKER,285289.0
767,2969,BIKER,284378.0
768,24209,MOTOBOY,284113.0
769,58095,MOTOBOY,282768.0
770,7995,MOTOBOY,282634.0
771,2228,MOTOBOY,282337.0
772,10454,MOTOBOY,281707.0
773,26510,MOTOBOY,281396.0
774,29077,MOTOBOY,280925.0
775,27381,MOTOBOY,279770.0
776,23263,MOTOBOY,279322.0
777,53549,MOTOBOY,277193.0
778,32140,BIKER,276603.0
779,54731,MOTOBOY,276547.0
780,26075,MOTOBOY,275893.0
781,19760,MOTOBOY,275763.0
782,456,MOTOBOY,275512.0
783,3851,MOTOBOY,275224.0
784,19077,MOTOBOY,274976.0
785,9782,MOTOBOY,274843.0
